graph_id,edge_list
graph_10,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 13), (1, 14), (2, 3), (2, 4), (2, 5), (2, 7), (2, 8), (2, 9), (2, 12), (3, 4), (3, 5), (3, 8), (3, 11), (3, 13), (3, 15), (3, 16), (4, 5), (4, 6), (4, 9), (4, 11), (4, 15), (5, 6), (5, 7), (5, 8), (5, 9), (5, 10), (5, 12), (5, 13), (5, 16), (6, 10), (6, 12), (6, 13), (6, 14), (6, 15), (6, 16), (6, 17), (7, 9), (7, 15), (8, 13), (8, 14), (8, 17), (9, 10), (9, 16), (10, 13), (11, 12), (11, 14), (11, 17), (12, 14), (12, 15), (14, 16), (15, 18), (16, 17), (17, 18)"
graph_11,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 20), (0, 28), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 9), (1, 10), (1, 11), (1, 12), (1, 13), (1, 14), (2, 3), (2, 4), (2, 5), (2, 7), (2, 8), (2, 10), (2, 11), (2, 12), (2, 13), (2, 14), (2, 15), (2, 17), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 10), (3, 11), (3, 12), (3, 13), (3, 15), (3, 17), (4, 5), (4, 6), (4, 7), (4, 10), (4, 12), (4, 13), (4, 15), (4, 17), (4, 18), (4, 22), (4, 23), (4, 27), (5, 7), (5, 8), (5, 9), (5, 10), (5, 11), (5, 13), (5, 15), (5, 16), (6, 8), (6, 9), (6, 10), (6, 15), (6, 17), (6, 20), (7, 8), (7, 10), (7, 12), (7, 15), (8, 9), (8, 10), (8, 11), (8, 12), (8, 16), (8, 25), (9, 10), (10, 11), (10, 15), (11, 12), (11, 13), (12, 13), (12, 15), (13, 14), (14, 15), (15, 16), (16, 17), (16, 19), (16, 24), (17, 18), (18, 19), (19, 20), (20, 21), (22, 23), (22, 28), (25, 26), (26, 27), (27, 28), (28, 29), (28, 31), (29, 30), (30, 31), (31, 32)"
graph_12,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 22), (0, 23), (0, 24), (0, 25), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 11), (1, 16), (1, 18), (1, 23), (1, 24), (1, 25), (1, 26), (1, 28), (2, 3), (2, 4), (2, 5), (2, 6), (2, 7), (2, 8), (2, 13), (2, 14), (2, 15), (2, 20), (2, 22), (2, 23), (2, 24), (2, 26), (2, 28), (2, 29), (3, 4), (3, 5), (3, 6), (3, 10), (3, 17), (3, 19), (3, 24), (3, 28), (4, 5), (4, 6), (4, 14), (4, 19), (4, 20), (4, 25), (4, 26), (4, 28), (4, 29), (4, 30), (4, 31), (5, 6), (5, 7), (5, 16), (5, 17), (5, 20), (5, 21), (5, 24), (5, 25), (5, 26), (5, 28), (6, 7), (6, 15), (6, 17), (6, 18), (6, 19), (6, 24), (6, 25), (6, 27), (6, 28), (6, 29), (7, 9), (7, 11), (7, 13), (7, 21), (7, 26), (7, 27), (8, 10), (8, 12), (8, 22), (8, 28), (9, 11), (9, 13), (9, 14), (9, 15), (9, 19), (9, 29), (10, 11), (10, 12), (10, 13), (10, 15), (10, 21), (10, 26), (10, 29), (11, 12), (11, 16), (11, 27), (11, 31), (12, 24), (12, 25), (12, 26), (12, 29), (12, 32), (13, 14), (13, 16), (13, 19), (13, 30), (14, 15), (14, 17), (14, 21), (15, 16), (15, 17), (15, 19), (15, 20), (15, 21), (15, 24), (16, 17), (16, 20), (16, 21), (16, 22), (16, 26), (16, 29), (16, 30), (17, 27), (18, 19), (18, 20), (18, 22), (18, 23), (19, 20), (19, 22), (19, 24), (19, 26), (20, 22), (20, 23), (20, 27), (21, 22), (21, 23), (21, 25), (21, 26), (21, 27), (21, 28), (22, 23), (22, 25), (22, 26), (22, 29), (23, 26), (23, 28), (23, 29), (24, 25), (24, 26), (24, 27), (25, 28), (25, 30), (26, 27), (27, 30), (27, 32), (28, 30), (29, 30), (29, 31), (30, 31), (31, 32)"
graph_13,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 9), (1, 18), (2, 3), (2, 4), (2, 7), (2, 8), (2, 9), (2, 11), (2, 12), (2, 14), (2, 16), (2, 20), (3, 4), (3, 5), (3, 6), (3, 7), (3, 8), (3, 9), (3, 10), (3, 14), (3, 16), (3, 17), (3, 18), (4, 5), (4, 7), (4, 8), (4, 13), (4, 14), (4, 19), (4, 23), (5, 7), (5, 8), (5, 9), (5, 12), (5, 13), (5, 16), (5, 17), (5, 23), (6, 8), (6, 25), (6, 26), (7, 10), (7, 15), (7, 16), (7, 17), (7, 18), (7, 24), (7, 26), (7, 27), (8, 9), (8, 12), (8, 16), (8, 17), (8, 25), (9, 15), (9, 27), (10, 15), (10, 17), (10, 24), (10, 28), (11, 13), (11, 14), (11, 15), (11, 18), (11, 19), (11, 20), (11, 23), (11, 25), (11, 26), (11, 27), (12, 13), (12, 17), (12, 26), (13, 14), (13, 15), (13, 16), (13, 18), (13, 26), (14, 15), (14, 19), (14, 25), (15, 23), (15, 25), (16, 23), (16, 24), (16, 26), (16, 27), (16, 29), (17, 23), (17, 24), (17, 27), (18, 24), (18, 26), (20, 25), (20, 26), (21, 26), (22, 26), (24, 25), (24, 26), (25, 28), (26, 27), (27, 28)"
graph_14,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (1, 3), (1, 4), (1, 5), (1, 13), (2, 3), (2, 4), (2, 6), (2, 8), (2, 9), (2, 10), (2, 11), (2, 12), (2, 13), (2, 15), (3, 4), (3, 5), (3, 8), (3, 9), (3, 11), (3, 12), (3, 13), (3, 14), (3, 15), (4, 6), (4, 7), (4, 9), (4, 10), (4, 11), (4, 12), (4, 13), (4, 14), (5, 6), (5, 8), (5, 9), (5, 13), (5, 14), (6, 9), (6, 10), (6, 12), (7, 8), (7, 9), (7, 11), (7, 13), (7, 15), (8, 10), (8, 12), (8, 13)"
graph_15,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (1, 3), (1, 4), (1, 5), (1, 6), (1, 14), (1, 15), (1, 16), (1, 17), (1, 18), (2, 11), (2, 16), (3, 5), (3, 7), (3, 9), (3, 13), (3, 15), (3, 19), (4, 17), (5, 16), (5, 17), (5, 18), (5, 23), (6, 7), (6, 11), (6, 12), (6, 14), (6, 18), (6, 22), (7, 8), (7, 11), (7, 14), (8, 9), (8, 11), (8, 13), (8, 19), (9, 14), (9, 19), (9, 21), (9, 22), (10, 14), (10, 18), (11, 12), (11, 19), (12, 23), (12, 24), (13, 18), (13, 19), (13, 21), (14, 19), (14, 23), (15, 20), (15, 22), (15, 23), (16, 19), (17, 20), (17, 22), (17, 23), (18, 19), (18, 20), (20, 21), (21, 22), (21, 23), (23, 24)"
graph_16,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (1, 2), (1, 3), (1, 5), (1, 16), (1, 17), (2, 3), (2, 4), (2, 14), (2, 15), (2, 16), (3, 4), (3, 13), (3, 15), (3, 16), (4, 5), (4, 6), (4, 16), (5, 15), (6, 16), (7, 14), (7, 15), (7, 16), (8, 16), (9, 10), (9, 11), (10, 11), (12, 16), (13, 14), (18, 19)"
graph_17,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 5), (1, 10), (1, 13), (2, 7), (2, 8), (2, 9), (2, 12), (3, 7), (3, 8), (4, 5), (4, 8), (4, 10), (5, 8), (5, 10), (5, 11), (5, 13), (6, 7), (6, 9), (6, 11), (7, 11), (7, 12), (8, 11), (10, 14), (11, 14)"
graph_18,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 11), (1, 12), (1, 14), (1, 15), (2, 3), (2, 4), (2, 11), (2, 13), (2, 14), (2, 17), (3, 4), (3, 5), (3, 6), (3, 11), (3, 22), (4, 5), (4, 6), (4, 7), (5, 7), (5, 9), (6, 7), (6, 8), (8, 9), (8, 16), (9, 17), (9, 19), (10, 11), (10, 19), (10, 20), (11, 14), (11, 19), (11, 20), (11, 21), (12, 13), (12, 17), (12, 18), (12, 23), (13, 14), (13, 17), (13, 18), (13, 19), (14, 15), (14, 16), (14, 17), (14, 18), (14, 19), (14, 22), (15, 16), (15, 17), (15, 18), (15, 19), (15, 26), (16, 17), (16, 20), (16, 21), (16, 23), (16, 25), (17, 22), (18, 19), (20, 21), (20, 22), (21, 22), (21, 24), (22, 23), (22, 24), (24, 25)"
graph_19,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (2, 3), (2, 5), (2, 6), (2, 7), (2, 9), (2, 15), (3, 4), (3, 5), (3, 10), (3, 15), (4, 6), (4, 7), (4, 11), (4, 15), (5, 7), (5, 16), (5, 17), (5, 18), (5, 19), (6, 7), (6, 8), (7, 14), (7, 17), (7, 18), (7, 20), (8, 16), (8, 17), (8, 19), (9, 12), (9, 14), (9, 22), (10, 12), (10, 14), (10, 16), (10, 17), (10, 18), (10, 23), (10, 25), (11, 21), (11, 22), (12, 15), (12, 16), (12, 18), (12, 19), (13, 14), (13, 15), (13, 18), (13, 20), (13, 25), (16, 20), (16, 22), (17, 18), (17, 23), (18, 23), (18, 24), (21, 24), (22, 25)"
graph_20,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (1, 2), (1, 3), (1, 4), (1, 5), (1, 12), (2, 3), (2, 4), (2, 5), (2, 10), (2, 11), (3, 4), (3, 5), (3, 9), (3, 16), (3, 17), (4, 6), (4, 11), (4, 13), (5, 14), (7, 12), (8, 13), (9, 10), (9, 11), (9, 14), (9, 16), (9, 17), (10, 11), (10, 12), (10, 15), (10, 16), (12, 15), (12, 17), (13, 15), (13, 16), (14, 15), (14, 16), (15, 16), (15, 17), (17, 19)"
graph_21,"(0, 1), (0, 2), (0, 3), (0, 4), (0, 5), (0, 6), (0, 7), (0, 8), (0, 9), (0, 10), (0, 11), (0, 12), (0, 13), (0, 14), (0, 15), (0, 16), (0, 17), (0, 18), (0, 19), (0, 20), (0, 21), (0, 22), (0, 23), (0, 24), (1, 2), (1, 3), (1, 4), (1, 5), (1, 6), (1, 7), (1, 10), (1, 12), (1, 14), (1, 16), (1, 18), (1, 22), (1, 23), (1, 24), (1, 27), (2, 3), (2, 4), (2, 5), (2, 7), (2, 13), (2, 14), (2, 15), (2, 16), (2, 19), (2, 21), (2, 24), (2, 25), (2, 27), (3, 4), (3, 5), (3, 6), (3, 7), (3, 13), (3, 15), (3, 19), (3, 20), (3, 21), (3, 22), (3, 24), (3, 25), (3, 26), (3, 27), (3, 28), (3, 29), (3, 30), (4, 6), (4, 7), (4, 8), (4, 9), (4, 10), (4, 11), (4, 12), (4, 14), (4, 15), (4, 16), (4, 17), (4, 21), (4, 22), (4, 23), (4, 25), (4, 27), (4, 28), (4, 29), (4, 30), (4, 31), (4, 32), (5, 6), (5, 12), (5, 13), (5, 14), (5, 16), (5, 18), (5, 20), (5, 22), (5, 23), (5, 25), (5, 27), (5, 28), (5, 29), (5, 30), (5, 31), (6, 7), (6, 8), (6, 9), (6, 12), (6, 15), (6, 16), (6, 17), (6, 23), (6, 24), (6, 25), (6, 26), (6, 28), (6, 29), (6, 31), (7, 8), (7, 9), (7, 10), (7, 13), (7, 14), (7, 15), (7, 16), (7, 17), (7, 19), (7, 24), (7, 26), (8, 10), (8, 12), (8, 13), (8, 15), (8, 17), (8, 18), (8, 19), (8, 24), (8, 27), (8, 30), (8, 32), (8, 33), (9, 11), (9, 16), (9, 19), (9, 20), (9, 21), (9, 22), (9, 24), (9, 25), (9, 26), (9, 28), (9, 29), (9, 31), (10, 12), (10, 13), (10, 17), (10, 18), (10, 22), (10, 23), (10, 24), (10, 25), (10, 26), (10, 27), (10, 30), (11, 16), (11, 17), (11, 18), (11, 19), (11, 24), (11, 26), (12, 14), (12, 15), (12, 18), (12, 19), (12, 21), (12, 22), (12, 23), (12, 24), (12, 25), (12, 26), (12, 27), (12, 28), (12, 30), (13, 14), (13, 18), (13, 19), (13, 20), (13, 21), (13, 23), (13, 25), (13, 26), (14, 15), (14, 17), (14, 19), (14, 20), (14, 21), (14, 25), (14, 26), (14, 27), (14, 29), (14, 30), (15, 16), (15, 18), (15, 19), (15, 21), (15, 23), (15, 24), (15, 27), (15, 29), (15, 30), (16, 22), (16, 23), (16, 25), (16, 26), (16, 27), (16, 30), (17, 20), (17, 24), (17, 25), (17, 26), (17, 27), (17, 30), (18, 19), (18, 21), (18, 23), (18, 25), (18, 26), (18, 28), (18, 30), (18, 31), (18, 32), (19, 20), (19, 22), (19, 25), (19, 29), (19, 30), (19, 32), (20, 21), (20, 23), (20, 24), (20, 25), (20, 26), (20, 29), (20, 30), (21, 23), (21, 25), (21, 28), (22, 23), (22, 24), (22, 25), (22, 28), (22, 30), (23, 24), (23, 27), (23, 29), (24, 25), (24, 28), (24, 29), (24, 30), (24, 31), (25, 26), (25, 28), (25, 29), (25, 30), (25, 31), (26, 27), (26, 30), (26, 31), (27, 28), (27, 29), (27, 30), (28, 29), (28, 31), (29, 31), (30, 31), (30, 32), (31, 32)"
